"from","to","n_times"
"Booker, Aujanair","el-Yacoub, Fat'hiyaa",1
"Gonzalez, Dylan","Hanson, Berric",1
"Salvador, Jordan","Northrup, Karly",1
"Gomez, Savannah","Sayavong, Mariel",1
"Sayavong, Mariel","Ward, Deven",1
"al-Rehman, Fikra","Tamayo, Christopher",2
"al-Salam, Raashid","Nazareta, Josiah",2
"Sotelo, Vincent","al-Salam, Raashid",2
"Weeks, Madison","Wittwer, Jessica",1
"el-Shafi, Layaali","el-Zaki, Mudrik",1
"el-Shafi, Layaali","Wittwer, Jessica",1
"el-Molla, Qaaida","Olsen, Chiara",1
"Crespin, Adrian","Padilla, Justin",1
"Padilla, Justin","al-Mohammed, Baaqir",1
"Crespin, Adrian","el-Abbas, Azeeza",1
"Adolpho-Rivera, Elijah","Medina, Anthony",2
"Schmalz, Trina","Vigil, Megan",1
"Matthews, Wilbert","Gallegos, Joseph",3
"Allen, Ebony","al-Hafeez, Yahya",2
"el-Aydin, Arhab","Laforce, David",1
"Laforce, David","Berhe, Micah",1
"Ayala, Freddy","Laforce, David",1
"Payne, Tyler","Large, Alberto",1
"Chang, Jose","Salazar, Sabrina",2
"Jay, Jordon","Lau, Elizabeth",1
"al-Raad, Hamna","Lau, Elizabeth",1
"Fischer, Cyndi","Haasis, Garrett",1
"Brainard, Shayla","Roche, Boyu",1
"Singh, Elsa","Ramirez, Angelica",2
"Flores, Ashley","Crowell, Anjanet",1
"Edmunds, Kasey","Crowell, Anjanet",1
"Mcgowan, Dominic","Wallace, Andre",1
"Gomez, Teryn","el-Sami, Noora",1
"Gomez, Teryn","Wallace, Andre",1
"Riley, Jeffrey","Ward, Deven",1
"Castanon-Banuelos, Breanna","Singh, Elsa",2
"Castanon-Banuelos, Breanna","Norwood, Terrell",1
"Loveday, Katie","Norwood, Terrell",1
"Hughes, Frederico","Norwood, Terrell",1
"Singh, Elsa","Norwood, Terrell",2
"Mcgowan, Dominic","Spencer, James",1
"Brewer, Dylan","Neufeld, Devyn",1
"Mcgowan, Dominic","Brewer, Dylan",1
"Bille, Ashley","Urquijo, Yecenia",2
"Hicks, Danielle","Bille, Ashley",2
"al-Farag, Bassil","Hicks, Danielle",5
"Holt, Gabriel","Kuge, Justin",3
"Doerfler, Michael","Leiva, Jessica",1
"Stirgus, Deshay","Sandoval, Victor",1
"Krantz, William","Gallegos, Jose",5
"Ware, Renee","Gallegos, Jose",6
"Brooks, Cne","Wittwer, Jessica",1
"Fierro, Elexis","Thao, Trevor",2
"Chu, Andrew","Hobbs, Torrey",1
"Hobbs, Torrey","Lemus, Judith",2
"Kirksey, Bryce","Andrew, Thien",1
"Andrew, Thien","Adams, Jaquay",2
"Lopez-Naranjo, Sandra","Barela, Miguel",1
"Adolpho-Rivera, Elijah","al-Ahmed, Muzaina",1
"Mejia Cabrera, Alejandra","Koch, Victoria",2
"Gopalakrishnan, Alexander","Guadiana, Daisy",1
"Byrd, Luis","al-Fahmy, Aabid",1
"al-Ghani, Razeen","Byrd, Luis",1
"Byrd, Luis","Vargas, Zachery",1
"Vargas, Zachery","al-Fahmy, Aabid",1
"Bille, Ashley","Harris, Tysza",1
"Bille, Ashley","Aguirre, Kelci",1
"Gomez, Teryn","Blochinger, Jeffrey",1
"Kailasam, Daniel","Mccullough, Darnell",1
"Baker, Steven","Giltner, Malcolm",2
"Kumar, Sepehr","Gerry, Carley",1
"Smith, Antonette","el-Mir, Taamir",2
"Krumel, Tanner","Chapman, Breea",1
"Dintaman, Samuel","Solat, Amber",1
"Montour, Mark","Dintaman, Samuel",1
"Dintaman, Samuel","Parros, Amadou",1
"Parros, Amadou","Hughes, Frederico",1
"el-Kamali, Nakheel","Mckinney, Autumn",1
"Pakpahan, Andrew","Hammond, De'Jour",1
"Madole, Colton","Calder, Jake",1
"Cardoza, Taylor","Calder, Jake",1
"Johnson, Kathryn","Guerra, Brandon",5
"Eltagonde, An","al-Eid, Faalih",1
"Hobbs, Torrey","Metoyer, Deja",1
"Hobbs, Torrey","Herrera, Jesse",4
"Krantz, William","Ramirez, Angelica",1
"Murillo, Joshua","Ramirez, Angelica",1
"el-Sala, Ramza","Kiflom, Mikayla",2
"al-Fahmy, Aabid","Mckinney, Autumn",1
"el-Mansur, Abdut Tawwab","Crockett, Scott",1
"Crockett, Scott","Mccullough, Darnell",1
"Lial, John","Conrad, Alyssa",1
"Hong, Jodi","Nazareta, Josiah",1
"Hong, Jodi","Mccullough, Darnell",1
"Gallegos, Hiajaira","Conrad, Alyssa",2
"Conrad, Alyssa","Nazareta, Josiah",1
"Conrad, Alyssa","Mccullough, Darnell",1
"Bille, Ashley","Pohlen, Connor",1
"Pohlen, Connor","Barili, Jordan",1
"al-Salam, Raashid","al-Masood, Yahya",1
"Brooks, Cne","al-Masood, Yahya",2
"el-Ebrahimi, Faseeha","Box, Dean",1
"el-Faris, Shafeeqa","Chen, Parker",2
"el-Faris, Shafeeqa","Box, Dean",1
"Crespin, Adrian","el-Zakaria, Izzaddeen",1
"al-Mohamed, Ghazaala","Hughes, Frederico",1
"Downs, Taylor","al-Mian, Sumayya",1
"Yazzie, Asashia","Mejia Cabrera, Alejandra",2
"Mejia Cabrera, Alejandra","Coker, Evan",2
"al-Masood, Abdul Haadi","James, Alexah",2
"al-Baluch, Shukriyya","Murillo, Joshua",1
"Murillo, Joshua","Macfarlane, Benjamin",1
"Farley, Anissa","Baez-Rodriguez, Lucille",1
"el-Hai, Aqeela","el-Yacoub, Fat'hiyaa",1
"Gomez, Teryn","Gagnon, Daimian",1
"Brooks, Cne","Haasis, Garrett",1
"al-Farag, Bassil","el-Madani, Imraan",1
"Carlson, Sara","Robinson, Rocio",2
"Watkins, Dakota","Zhang, Andy",1
"Large, Alberto","Kim, Noel",1
"Baker, Steven","Lopez-Martinez, Kaitlyn",2
"Johnson-Brown, Joshua","al-Neman, Saamiqa",2
"Roberts, Devante","Hernandez, Brandon",1
"Collom, Ryan","Macfarlane, Benjamin",1
"Leung, Remy","Macfarlane, Benjamin",1
"Mckenzie, Darian","al-Mannan, Sakeena",4
"Cassares, Andrea","Mckenzie, Darian",4
"Henderson, Damarius","Nguyen, Julia",1
"Roche, Boyu","el-Bacchus, Khaira",1
"Thomas, Seth","el-Bacchus, Khaira",1
"Sheldon, Audrey","al-Maroun, Tuhfa",1
"Williams, Shikoni","Wilson, Anjelika",1
"Williams, Shikoni","el-Ghanem, Naseema",1
"Williams, Shikoni","al-Maroun, Tuhfa",1
"Doerfler, Michael","Allison, Kevin",1
"Avalaz, Armandell","Whittern, Jeffrey",1
"Desantis, Emily","al-Safi, Saalim",1
"Mcbride, Sara","al-Safi, Saalim",1
"al-Mustafa, Raheema","el-Molla, Qaaida",2
"Riley, Jeffrey","Tran, Robert",9
"Dorado Garcia, Vanessa","Madison, Maha",3
"Brink, Jonni Lynn","Sandoval, Victor",1
"Sandoval, Victor","Gagnon, Daimian",1
"Richards, Monica","Blackmore, Aaron",1
"Powell, Taylor","Chang, Jose",1
"Rodriguez, Gabe","Watkins, Dakota",1
"Rodriguez, Gabe","Barili, Jordan",1
"Lehman, Shelby","Bille, Ashley",1
"Lehman, Shelby","Barili, Jordan",1
"Watkins, Dakota","Buchholz, Erin",1
"Buchholz, Erin","Barili, Jordan",1
"el-Salame, Jeelaan","Rusch, Sydney",3
"Ayala, Enrique","el-Salame, Jeelaan",3
"Barrett, Benjamin","el-Salame, Jeelaan",3
"Muslimovic, Justin","el-Salame, Jeelaan",3
"Lehman, Shelby","el-Salame, Jeelaan",3
"Williamson, Jericho","Stringer, Symone",6
"Lenahan, Mahalia","Begay, Keili",1
"Nemmers, Nathan","Chen, Parker",2
"Schott, Darik","Gonzales, Vincent",2
"el-Fawaz, Shaheed","Butler Nash, Ijhanea",1
"Walters, Veronica","Gonzales, Vincent",1
"Baltierra, Lourdes","Chavez, Alex",1
"Desantiago, Jennifer","Madison, Maha",2
"Williams, Robert","Spencer, James",1
"Chaplinskiy, Liam","Spencer, James",1
"Batara, Kyler","al-Kazmi, Jaabir",1
"Jacquez, Morgan","Matsushima, Alex",1
"Erdenechimeg, Angela","Medina, Mario",1
"Medina, Mario","York, Aliyah",2
"Carlson, Sara","Clark, Savana",1
"Fitzsimmons, Brandon","al-Farhat, Shaahida",1
"Bhatt, Savannah","al-Farhat, Shaahida",1
"Baker, Henry","Dowell, Chase",1
"el-Shafi, Layaali","Hughes, Frederico",1
"Thurman, Marcus","Fierro, Emilio",1
"Phan, Dulguun","Remillard, Jeremy",1
"Phan, Dulguun","Riley, Jeffrey",1
"el-Shafi, Layaali","Kim, Cory",3
"Gallegos Rodriguez, Mayra","Kim, Cory",2
"Kendall, Kosuke","Maiolo, Tara",1
"Guadiana, Daisy","Trujillo, Ruby",1
"Dingle, Elissia","Edmunds, Kasey",1
"al-Abdul, Umaira","Day, Alejandra",1
"al-Abdul, Umaira","Ware, Renee",1
"Riley, Jeffrey","Buchholz, Erin",1
"Rodriguez, Gabe","Coker, Evan",1
"Buchholz, Erin","Coker, Evan",1
"Lee, Kevin","Hammond, De'Jour",1
"Curtis, Sage","el-Ebrahimi, Faseeha",1
"Curtis, Sage","Hawkins, Mark",1
"Casarez, Arnulfo","Chairez, Autumn",1
"Debalski, Gianna","Begay, Keili",1
"Vaughn, Christopher","Jensen, Nhuong-Sao",1
"el-Kalil, Ihaab","Xiong, Nicholas",1
"Xiong, Nicholas","Le, Margaret",1
"Ho, Shane","Xiong, Nicholas",1
"Crespin, Adrian","al-El-Sayed, Nazeema",2
"Wolfe, Michelle","Carrillo, Gustavo",1
"Fuentes, Nichole","Carrillo, Gustavo",1
"Ross, Nichol","Carrillo, Gustavo",1
"Zolnir-Groshong, Garrett","Carrillo, Gustavo",1
"Phan, Dulguun","Carrillo, Gustavo",1
"Phan, Dulguun","Wolfe, Michelle",1
"al-Masood, Abdul Haadi","al-El-Sayed, Nazeema",1
"Byrd, Luis","Berger, Alexandria",1
"Gomez, Teryn","David, Cynthia",1
"Gomez, Teryn","Desantis, Emily",1
"Smith, Samantha","Lau, Elizabeth",2
"Neal, Samba","Mccullough, Darnell",2
"Khan, Kenneth","Blanton, Allan",1
"Zolnir-Groshong, Garrett","Stringer, Symone",3
"al-Dia, Juhaina","Acosta, Madeline",2
"Gopalakrishnan, Alexander","Acosta, Madeline",3
"Lehman, Shelby","Carlson, Sara",1
"Fischer, Shane","Tripathi, Andy",1
"Eberle, Yi","Koch, Victoria",1
"Curtis, Sage","Alvarado-Rodriguez, Jaime",2
"Laner, Leonard","Yanez-Salinas, Johatam",1
"Yanez-Salinas, Johatam","Madison, Maha",1
"Vasquez, Melisa","Rosas, Isaiah",1
"Vasquez, Melisa","el-Sala, Ramza",2
"Starcer, Lance","Barili, Jordan",1
"Johnson, Kyja","Barili, Jordan",1
"Wu Zheng, Louis","Barili, Jordan",1
"Heller, Joshua","al-Latif, Shukri",1
"Coleman, Jermie","Lamczyk, Shayne",1
"Eltagonde, An","Coleman, Jermie",1
"Eltagonde, An","Slone, James",1
"Lamczyk, Shayne","Lacy, Dakota",1
"Eltagonde, An","Baca, Jordan",1
"De Fiore, Matthew","Fitzsimmons, Brandon",1
"De Fiore, Matthew","Farley, Anissa",1
"Chapa, Austin","Romo, Ashley",1
"Sweeney, Eric","Romo, Ashley",1
"Wilson, Valerie","Melgoza, Michael",1
"Lynch, Chadwick","Martinez, Jasmine",2
"Gomez, Teryn","Weber, Stephen",1
"Flores, Ashley","Shang, Nhan",1
"Morgan, Lacey","Tripathi, Andy",1
"Puentes Reyes, David","Remillard, Jeremy",3
"Cable, Renae","el-Zaki, Mudrik",1
"Parker, Brittany","Wittwer, Jessica",1
"Parker, Brittany","el-Zaki, Mudrik",3
"el-Masri, Rifqa","Parker, Brittany",3
"David, Cynthia","el-Masri, Rifqa",1
"Cable, Renae","el-Masri, Rifqa",1
"Kuge, Justin","Tripathi, Andy",1
"Zeng, Molly","Monterrosa, Kendra",1
"Montoya, Aaron","Huggins, Caitlin",2
"Dintaman, Samuel","Tran, Cole",1
"Fierro, Elexis","al-Zaidi, Shaheer",1
"Ross, Nichol","al-Zaidi, Shaheer",1
"el-Vaziri, Abdul Hameed","Adams, Jaquay",1
"Parra, Emanuel","al-Jafari, Saafiyya",1
"Johnson, Jennifer","Cheney, Ashley",1
"Baker, Steven","Montoya, Aaron",1
"Smith, Samantha","Walston, Tatyanna",1
"Erig, David","Remillard, Jeremy",1
"Lamczyk, Shayne","Scaman, Philip",1
"Olson, Joylensia","Scaman, Philip",1
"Pronteau, Mikaela","Scaman, Philip",1
"Scaman, Philip","Bajwa, Marina-Ashley",1
"al-Siddique, Waail","el-Ayub, Haarith",1
"Nez, Blake","Barnes, Silvano",1
"Trujillo, Lilian","Whitney, Jordan",1
"al-Siddique, Waail","Atwell, Ryan",1
"Morgan, Lacey","Buchholz, Erin",1
"Brack, Trezen","Middlestadt, Justus",1
"Baca, Jordan","Castillo, Sheija",2
"al-Shams, Daamir","Macfarlane, Benjamin",1
"Nelson, Sami","el-Ghanem, Naseema",1
"Fischer, Shane","al-Masood, Yahya",2
"el-Hamdan, Saabiq","Tang, Yusuf",3
"el-Hamdan, Saabiq","Chapa, Austin",3
"Hong, Jodi","el-Hamdan, Saabiq",3
"Lee, Mitchell","Crowell, Anjanet",2
"Tran, Stephen","al-Amara, Afraah",1
"Bird, Brooke","Dybdahl, Mariah",1
"Rusello, Katherine","Fischer, Shane",1
"Fujinami, Alex","Gagnon, Daimian",1
"Shine, Zacheriah","Allen, Gequan",1
"el-Hamdan, Saabiq","el-Abdoo, Hilmi",1
"el-Hamdan, Saabiq","Miller, Aryn",1
"el-Hamdan, Saabiq","Fierro, Emilio",1
"Dintaman, Samuel","Reed, Jaque",1
"al-Farag, Bassil","Reed, Jaque",1
"el-Kalil, Ihaab","Maes, Mariah",1
"Stringer, Symone","Lawrence, Kassandra",1
"Stringer, Symone","Ash, Layne",1
"Faloon, Daniel","Rayos, William",1
"Buehler, Xavia","Doerfler, Michael",1
"Huggins, Caitlin","el-Salame, Jeelaan",1
"Richardson, Abdullahi","al-Zaher, Badraan",2
"Neal, Samba","Gallegos, Joseph",2
"Slone, James","Locust, Arlene",1
"James, Alexah","Guerra, Brandon",1
"Hobbs, Torrey","Villarreal, Aaron",2
"Hobbs, Torrey","Lowe, Aaron",1
"Acosta, Courtni","Bernabo, James",1
"Kascak, Chau","Mock, Dashick",1
"al-Abdul, Umaira","Kascak, Chau",1
"Garcia, Kayla","Olson, Joylensia",1
"Urquijo, Yecenia","Prado, Trista",1
"el-Hamdan, Saabiq","Prado, Trista",1
"Dingle, Elissia","Krason, Austen",1
"Price, Bria","Rodriguez-Gomez, Courtney",1
"Price, Bria","Lau, Elizabeth",1
"Hinze, Jordan","Lau, Elizabeth",1
"Rodriguez-Gomez, Courtney","Lau, Elizabeth",1
"Fierro, Elexis","Lau, Elizabeth",1
"Dingle, Elissia","Woods, Dillon",1
"Dingle, Elissia","Jacquez, Morgan",1
"Guadiana, Daisy","Woods, Dillon",2
"Mckenzie, Darian","East, Joseph",1
"Dybdahl, Mariah","Naves, Gerardo",2
"Walston, Montsho","Dybdahl, Mariah",2
"King, Lucy","Naves, Gerardo",1
"el-Qadir, Fawzi","Dybdahl, Mariah",2
"Naves, Gerardo","Pallan, Christine",2
"Stirgus, Deshay","el-Hammad, Saabira",1
"Aranda, Ilse","Hughes, Frederico",1
"Castanon-Banuelos, Breanna","Aranda, Ilse",1
"East, Joseph","Hughes, Frederico",1
"East, Joseph","Deuschle, Stephen",2
"Castanon-Banuelos, Breanna","East, Joseph",1
"el-Farhat, Khaalida","Hammons, Malcolm",1
"Kocsis, Qin Qin","Hughes, Frederico",3
"Doyle, Kedrick","Yachai, Andrew",1
"Wing, Gabriel","Erig, David",4
"Wampler, Nathaniel","Smith, Justin",1
"al-Latif, Shukri","Middlestadt, Justus",2
"Reed, Samuel","Teasley, Brittanie",1
"Alexander, Keyanna","Teasley, Brittanie",1
"Pielsticker, Chandrika","Mares, Ismael",1
"Robinson, Marcus","Chen, Parker",1
"Vasilakis, Kyle","Chang, Vineet",1
"Lo, Diana","Vasilakis, Kyle",1
"Gallegos-Guerrero, Arianna","Vasilakis, Kyle",1
"al-Kamara, Asmar","Bland, Jonah",1
"Cornelius, Brooklyn","Bland, Jonah",1
"Habteyesus, Gabriel","Bland, Jonah",1
"King, Lucy","al-Majid, Mubeena",5
"Watkins, Dakota","al-Ameen, Nawfal",1
"al-Ameen, Nawfal","Smothermon, Katherine",2
"Bille, Ashley","Erdenechimeg, Angela",1
"Esquibel, Danielle","al-Mustafa, Raheema",1
"Dintaman, Samuel","el-Shafi, Layaali",1
"Dintaman, Samuel","Christian, Ramon",1
"Dintaman, Samuel","Myers, Royal",1
"Sayers, Jerrell","Gonzalez, Dylan",1
"Payne, Tyler","al-Baluch, Shukriyya",1
"al-Rehman, Fikra","Oliva, Malcolm",1
"el-Mohamed, Shukri","Lowe, Aaron",1
"al-Iqbal, Isaam","Pham, Nedim",1
"al-Iqbal, Isaam","Romo, Ashley",1
"Howard, Isaac","Bille, Ashley",1
"Schmer, Logan","el-Bacchus, Khaira",1
"Phan, Dulguun","Escamilla, Janeth",1
"Dawson, Joshua","Fitzsimmons, Brandon",1
"Crowell, Anjanet","Mares, Ismael",2
"al-Farag, Bassil","Matthews, Wilbert",1
"Sanford, Kiko","Ouch, Christie",5
"Ayala, Enrique","Riley, Aylissa",1
"Huang, Mary","Grob, Rosa",1
"Nez, Blake","el-Jabbour, Sireen",1
"Garcia, Benjamin","Brewer, Dylan",1
"Garcia, Benjamin","Dorado Garcia, Vanessa",2
"al-Raad, Hamna","East, Joseph",1
"Allen, Ebony","Chung, Dana",1
"Hong, Jodi","Nguyen, Savanna",1
"Nguyen, Savanna","Habteyesus, Gabriel",1
"al-Yousuf, Fawz","Habteyesus, Gabriel",1
"Hong, Jodi","el-Shah, Turki",5
"Ayala, Enrique","el-Younis, Ihaab",2
"Ayala, Enrique","al-Fahmy, Aabid",1
"al-Fahmy, Aabid","el-Younis, Ihaab",1
"Wilson, Olivia","al-Fahmy, Aabid",1
"Reeves, Trevon","Todd, Ashleigh",1
"el-Karam, Arwa","Reeves, Trevon",1
"Reeves, Trevon","Joyce, Matthew",1
"Parker, Brittany","Barili, Jordan",1
"Dintaman, Samuel","Parker, Brittany",1
"el-Shahin, Kawkab","Barili, Jordan",1
"Dintaman, Samuel","el-Shahin, Kawkab",1
"Padilla, Oscar","Barili, Jordan",1
"Bell, Jessica","Barili, Jordan",1
"Mejia Cabrera, Alejandra","Moore, Timothy",1
"Mejia Cabrera, Alejandra","el-Abdoo, Hilmi",1
"al-Farag, Bassil","Koch, Victoria",1
"Kendall, Kosuke","Rodriguez, Josyhia",1
"Sweeney, Eric","Fitzsimmons, Brandon",1
"Sweeney, Eric","Mcbride, Sara",1
"Scaman, Philip","Mitchell, Ekene",1
"Anderson, Dai Ja","el-Ayub, Haarith",1
"Gopalakrishnan, Alexander","Anderson, Dai Ja",1
"Aranda, Ilse","Harding, Alana",1
"al-Hosein, Kawkab","el-Ebrahimi, Faseeha",1
"Molina, Anthony","el-Qadir, Fawzi",1
"Powell, Taylor","Monterrosa, Kendra",4
"Ogsbury-Jones, Dakota","Lefholz, Brenden",1
"al-Raad, Hamna","Barrett, Benjamin",8
"al-Jan, Fawwaaz","al-Kazmi, Jaabir",1
"Dintaman, Samuel","Lopez-Naranjo, Sandra",1
"Dintaman, Samuel","Hoang, Braydon",1
"al-Asad, Samir","el-Younis, Ihaab",1
"el-Vaziri, Abdul Hameed","Ashby, Cody",1
"Coleman, Justice","Molina, Anthony",2
"Anderson, Kentuan","Acosta, Madeline",7
"el-Aydin, Arhab","Fischer, Shane",1
"Heller, Joshua","Alexander, Keyanna",1
"Baker, Steven","Sanchez, Luis",1
"Baker, Steven","Ortiz, Jesse",1
"Slowman, Ian","Uzor, Jaelen",2
"Lee, Kevin","Bolanos, Jeremy",1
"Kirksey, Bryce","Dubose, Michaela",1
"el-Farha, Nadeem","Dubose, Michaela",1
"Andrew, Thien","Dubose, Michaela",1
"Montour, Mark","Scott, Lekesha",1
"Scott, Lekesha","Gerry, Carley",1
"Thomson, Noah","Remillard, Jeremy",1
"Howard, Shawna","Anderson, Damion",1
"al-Fayad, Azza","Howard, Shawna",1
"Byrd, Luis","Trejo Bucio, Maria",3
"Trejo Bucio, Maria","Newby, Abbygail",1
"Marquez, Luis","Williamson, Jericho",1
"Marquez, Luis","Ouch, Christie",1
"Neufeld, Devyn","Mckenzie, Darian",1
"Mascarenas, Jaquelyn","Prado, Trista",1
"Pride, Shauntaul","Medina, Idalys",1
"Martinez, Jasmine","el-Nasser, Radwa",1
"Large, Alberto","Hammer, Chandra",2
"Romero, Brittany","Hammer, Chandra",3
"al-Abdou, Ya'eesh","al-Ameen, Nawfal",1
"Miller, Aryn","Anders, Anthony",2
"Medina, Idalys","Arvelo, Marissa",9
"Johnson, Stetson","Taylor, Joseph",2
"Wilson, Valerie","Munoz, Sara",2
"Coleman, Justice","Riley, Aylissa",1
"Cornelius, Brooklyn","Hamm, Danae",1
"al-Zaher, Badraan","Vargas, Zachery",2
"al-Fahmy, Aabid","Hisel, Keith",1
"Parker, Taylor","Olson, Joylensia",1
"Edmondson, Allison","Gonzalez, Dylan",1
"Dunigan, Justin","Marquez, Jorge",1
"Thurman, Marcus","Mckenzie, Mario",1
"Thurman, Marcus","el-Shah, Turki",2
"Henderson, Damarius","Lopez-Naranjo, Sandra",1
"Adolpho-Rivera, Elijah","Hinchliff, Dayvid",1
"Hinchliff, Dayvid","Tran, Cole",1
"Johns, Denisse","al-Maroun, Tuhfa",1
"Metoyer, Deja","al-Rehman, Fikra",1
"Kalkur, Tuyet","Prado, Trista",1
"Trammell, Deandre","Morales, Omar",1
"Stringer, Symone","Gao, Lisa",1
"Alvarado-Rodriguez, Jaime","el-Ayub, Fuaad",2
"Alvarado-Rodriguez, Jaime","Kim, Noel",1
"Lee, Tiffany","el-Ayub, Fuaad",1
"Lee, Tiffany","Alvarado-Rodriguez, Jaime",1
"De Fiore, Matthew","Alvarado-Rodriguez, Jaime",1
"Curtis, Sage","el-Ayub, Fuaad",2
"al-Dia, Juhaina","el-El-Sayed, Aneesa",1
"Gonzalez, Dylan","Locust, Arlene",1
"el-Shafi, Layaali","Cepress-Mclean, Tyler",1
"Pohlen, Connor","Higa, Christian",1
"Rusello, Katherine","Large, Alberto",1
"Large, Alberto","Garcia, Ashley",2
"Pride, Shauntaul","Bell, Katherine",1
"Mace, Shailyn","Lacy, Dakota",1
"al-Kamara, Asmar","Chen, Rohan",1
"al-Halaby, Kameel","Rimmey, Mercedes",1
"Lehman, Shelby","Chen, Rohan",1
"el-Kalil, Ihaab","al-Obeid, Aqeel",3
"Jay, Jordon","el-Madani, Imraan",1
"Howard, Isaac","Jay, Jordon",1
"Johnson, Kathryn","al-Farooqui, Saleel",5
"Nguyen, Julia","Chung, Dana",1
"Leung, Remy","el-Mir, Taamir",1
"Johns, Denisse","el-Madani, Imraan",1
"Johns, Denisse","al-Sharifi, Sakeen",1
"Hairston, Dante","Marquez, Jorge",1
"Union, Quinton","Nguyen, Julia",1
"Chaplinskiy, Liam","Middlestadt, Justus",1
"al-Ghani, Razeen","East, Joseph",1
"Dunaway, Roman","Hughes, Frederico",1
"Brooks, Cne","Mckenzie, Darian",1
"Holguin, Luis","Mascarenas-Lucero, Mckenzie",1
"Dean, Sydney","Longoria, Gilbert",1
"Dean, Sydney","Jimenez, Clifford",1
"Dean, Sydney","Ortega, Jose",1
"Arvelo, Marissa","Nazareta, Josiah",4
"Kuge, Justin","Gallegos-Guerrero, Arianna",1
"Cannon, Maya","Brehm, Oheo",1
"Cannon, Maya","al-Habib, Azzaam",1
"el-Bacchus, Khaira","Brehm, Oheo",2
"el-Bacchus, Khaira","al-Habib, Azzaam",4
"Romero, Perla","Sandoval, Victor",1
"Anderson, Kailynn","Murray, Kaitlyn",1
"Murray, Kaitlyn","Cheney, Ashley",1
"Brooks, Cne","Bland, Jonah",2
"Moquino, Delray","el-Shah, Turki",1
"Bille, Ashley","Madole, Colton",1
"Bille, Ashley","Gomez, Savannah",1
"al-Dia, Juhaina","Erdenechimeg, Angela",1
"Trujillo, Lilian","Erdenechimeg, Angela",1
"Lockwood, Derrick","Erdenechimeg, Angela",1
"Perales, Megan","Hoffman, Stephanie",1
"Perales, Megan","Johnson, Johnathan",1
"Perales, Megan","Thurman, Marcus",2
"al-Neman, Saamiqa","el-Dia, Zaamil",1
"al-Neman, Saamiqa","Krason, Austen",1
"Vasilakis, Kyle","Hanson, Berric",1
"Vasilakis, Kyle","Young, Deiondre",1
"Lloyd, Shelby","Middlestadt, Justus",1
"Watkins, Dakota","Habteyesus, Gabriel",1
"Prado, Trista","al-Haidar, Salmaan",1
"Cornelius, Brooklyn","Prado, Trista",2
"Watkins, Dakota","al-Haidar, Salmaan",1
"Caballero Ortiz, Orlando","Fisher, Ibashi",1
"Caballero Ortiz, Orlando","Krainock, Laura",1
"Slowman, Ian","Fischer, Cyndi",1
"el-Nawaz, Nahla","Desantiago, Jennifer",1
"Vargas, Zachery","Claiborne, Raavyn",1
"el-Karam, Arwa","Cox, Michael",2
"Le, Emily","Newby, Abbygail",2
"Trent, Kayla","Newby, Abbygail",1
"Dingle, Elissia","al-Amara, Afraah",1
"Anders, Anthony","el-Aziz, Khulood",1
"el-Wakim, Khaalid","Guo, Holden",1
"Guo, Holden","Solat, Amber",1
"Moore, Timothy","Blanton, Allan",1
"el-Fawaz, Shaheed","Magallanes, Brenda",1
"el-Fawaz, Shaheed","el-Molla, Qaaida",2
"Lehman, Shelby","el-Fawaz, Shaheed",2
"Lehman, Shelby","Magallanes, Brenda",1
"Heller, Joshua","Littlefield, Min",1
"Slowman, Ian","al-Siddique, Waail",1
"Dintaman, Samuel","Oliva, Malcolm",1
"Molina, Anthony","Lee, Tony",1
"Mcbride, Sara","Johnson, Stetson",2
"Allen, Ebony","Marquez, Luis",1
"Doyle, Kedrick","al-Azizi, Sabiyya",1
"Smith, Samantha","Acosta, Madeline",2
"al-Raad, Hamna","Acosta, Madeline",2
"al-Raad, Hamna","Vicencio, Latina",1
"al-Raad, Hamna","Anderson, Kentuan",1
"al-Raad, Hamna","Smith, Samantha",1
"Vicencio, Latina","Acosta, Madeline",4
"Vicencio, Latina","Anderson, Kentuan",11
"Vicencio, Latina","Smith, Samantha",1
"Gibbs, Juanita","Acosta, Madeline",3
"al-Raad, Hamna","Gibbs, Juanita",1
"Gibbs, Juanita","Gopalakrishnan, Alexander",1
"Smith, Samantha","Anderson, Kentuan",1
"Vicencio, Latina","Gopalakrishnan, Alexander",1
"Gopalakrishnan, Alexander","Smith, Samantha",1
"Garcia, Benjamin","Calvin, Summer",1
"Whitney, Jordan","Coker, Evan",1
"Kendall, Kosuke","Coker, Evan",1
"el-Qadir, Fawzi","Hoffman, Stephanie",2
"Hoffman, Vionna","Spencer, James",1
"Xiong, Kara","Spencer, James",2
"Hoffman, Vionna","Riley, Aylissa",1
"Dean, Sydney","Riley, Aylissa",3
"Xiong, Kara","Riley, Aylissa",1
"Burroughs-Chock, James","Davis, Tyler",1
"Coker, Evan","Newby, Abbygail",1
"Blochinger, Jeffrey","Coker, Evan",1
"el-Jabbour, Sireen","Barree, Olivia",1
"Fierro, Emilio","Weber, Stephen",1
"Oakes, Aaron","Ho, Shane",1
"Vasquez, Melisa","Fiscus, Joshua",1
"Northrup, Karly","Box, Dean",1
"Northrup, Karly","Naulls, Cameron",1
"Gomez, Savannah","Wolfe, Michelle",1
"Johnson, Jennifer","Hoffman, Stephanie",1
"Lowe, Tyler","Cole, Alundra",1
"al-Abdul, Umaira","Northrup, Karly",1
