from,to,n_times
"Blackman, Raven","Petersen, Megan",1
"Petersen, Megan","Taylor, Christian",1
"Petersen, Megan","Chavarin, Alex",1
"Hampton, Yeng","Garnier, Leroy",1
"Sinouansai, Janice","Gonzalez, Francisco",3
"Lee, Qin Qin","Gonzalez, Francisco",1
"Brazeal-Gartner, Andrew","Mccarty, Benjamin",2
"Brazeal-Gartner, Andrew","Vigil, Roman",2
"el-Younes, Ameena","Hernandez, Alberto",1
"Lor, Kevin","Byrnes, Destinee",1
"Bufano, Jessica","Byrnes, Destinee",1
"al-Idris, Fakeeha","Byrnes, Destinee",1
"Lor, Kevin","Mccarty, Benjamin",1
"al-Idris, Fakeeha","Mccarty, Benjamin",1
"al-Shahidi, Sanaaa","Bass, Matias",1
"Lenahan, Cante","Gall, Julie",2
"al-Karam, Faaiq","Lynn, Angelo",1
"Lane, Marissa","al-Karam, Faaiq",1
"Bundy, Christoffer","Bustos, Tony",6
"Mathis, Rondora","el-Huq, Badri",1
"el-Hanif, Shafee'a","Kuge, Batoul",1
"Quezada, John","Dutchie, Rowtinya",2
"Andrews, Carmen","Williams, Jared",1
"Smith, Tyler","Hamner, Ashlee",1
"Flores-Caballero, Branden","Ortiz, Karen",1
"Coffman, Martin","Musso, Justin",1
"Coffman, Martin","Ortiz, Karen",1
"Hampton, Yeng","al-Massoud, Aasim",1
"Hampton, Yeng","Gutierrez, Nancy",1
"Fay, Paige","Griego, Jadon",1
"al-Mohammad, Taaj","el-Abood, Hissa",1
"el-Abood, Hissa","Monroy, Mayra",1
"Kijprachakorn, Weslie","Apted, Aayush",1
"Morris, Hanah","Le, Melanie",1
"Lujan, Natelle Rae","Le, Melanie",1
"Perske, Harley","Le, Melanie",2
"Dalke, Emily","Rodgers, Claire",2
"Deleon, Brianna","Schlegel, Lindsey",2
"Craig, Ladon","Alger, Kincaid",4
"Vannavong, Lara","Ainsworth, Danni",1
"Evans, Nahom","al-Shehadeh, Haakima",3
"Bass, Matias","Lara-Rodriguez, Steven",1
"Pollock, Connor","English, Jazmine",1
"Humrich, Zeriah","Galera, Sasha",1
"Mameda, Bristi","Layden, Robert",1
"Ottosen, Jessica","el-Selim, Waleeda",3
"Martinez, Taraleah","el-Selim, Waleeda",3
"Basinger, Andrew","al-Halim, Jawhar",3
"Basinger, Andrew","el-Hosein, Thaabita",2
"Jackson, Shailah","el-Hosein, Thaabita",1
"Williams, Andre","Barcenas-Quiroz, Amanda",2
"Roberts, Jennifer","Basinger, Andrew",2
"Espinosa, Isabella","Sweetwater, Jordan",4
"al-Darwish, Awaatif","el-Lodi, Nabeeha",1
"al-Saladin, Masood","Sater, Aaneer",1
"Kijprachakorn, Weslie","al-Saladin, Masood",1
"Bui, Da Som","Portillo, Justin",1
"el-Tahir, Jawhar","Mercurio, Aaron",1
"Simmons, Monique","Dalke, Emily",1
"Simmons, Monique","Davis, Simran",1
"Jumpe, Blake","Perry, Shay",3
"Lewis, Andrew","Garnier, Leroy",2
"Jones Jr, Lauren","Garnier, Leroy",1
"Marquez, Tosha","Johnson, Darrin",1
"Blackman, Raven","al-Shad, Shaqeeq",5
"Brown, Mollie","el-Javid, Sabaaha",4
"Rudebusch, Nathan","el-Javid, Sabaaha",3
"Sanders, Christina","Martinez, Kelsey",2
"Leal, Iran","Martinez, Kelsey",3
"Skof, Mckenzie","Ali, Lexus",1
"al-Darwish, Ibtisaama","Nguyen, Amy",2
"Hayutin, Jordan","Kim, Alimansar",2
"Boll, Jeffery","Kim, Alimansar",2
"Heilman, Sharah","Cly, Shawn",2
"Jun, Jacklyne","Snow, Catherine",1
"Jun, Jacklyne","Williams, Dante",1
"Jun, Jacklyne","Cummings, Denise",1
"Jun, Jacklyne","Kaufman, Cody",1
"el-Mansour, Badri","Cano, Jacquelin",2
"Smith, Phoebe","Kumagai, Gabriel",3
"Gutierrez, Nancy","Paskemin, Natelle Rae",1
"Kennedy, Manulagaeu","Turner, Tah'Kalah",1
"Meza, Alejandra","Drury-Parlett, Alex",1
"Meza, Alejandra","Pace, Justin",1
"Gutierrez, Jonathan","Usry, John",2
"Chang, Julian","Campbell, Sharon",2
"Rudebusch, Nathan","Strasburger, Andrea",1
"King, Elizabeth","Soto, Ghibrian",1
"Iu, Cody","al-Odeh, Ayyoob",1
"Herrera, Heaven","Basinger, Andrew",3
"Rivera, Souvany","Basinger, Andrew",2
"Brickens, Olivia","Turner, Tah'Kalah",2
"Mestas, Tristan","Turner, Tah'Kalah",2
"Kaufman, Cody","Tusay, Megan",1
"Phillips, Austin","al-Darwish, Ibtisaama",1
"Xue, Wing","Son, Andrew",2
"Sandoval, Ruben","Son, Andrew",1
"el-Kaber, Wajeeha","al-Shah, Sahla",1
"el-Farah, Lutfi","Hartman, Niki",1
"Shelton, Tanner","al-Shehadeh, Haakima",10
"el-Jaber, Fat'hiyaa","al-Shehadeh, Haakima",18
"al-Ismail, Furqaan","Bartlett, Katie",5
"Burns, Christopher","el-Hosein, Thaabita",1
"Bass, Matias","Mckay, Samuel",1
"Davis, Charlotte","Mckay, Samuel",1
"Davis, Charlotte","Chu, Joann",1
"Elliott, Dakota","Bailey, Jamee",1
"Chu, Joann","Bailey, Jamee",2
"Garcia, Justin","Mckay, Samuel",1
"Mansurabadi, Donovan","el-Shehata, Ameer",1
"Mansurabadi, Donovan","Elwood, Kenneth",1
"Sanders, Christina","Johnson, Katelin",1
"Simmons, Quincy","Barela, Jackie",1
"Barela, Jackie","Russell, Aaron",2
"Morin, Mitchell","Woldu, Keiarah",1
"Nicks, Nicola","Carey, April",1
"Ellis, Rito","al-Aboud, Radiyya",1
"Demario, Ellis","Galera, Sasha",1
"al-Mohammad, Taaj","Xanoubane, Alexandra",1
"al-Mohammad, Taaj","Ellis, Rito",1
"el-Salam, Aasima","Ellis, Rito",1
"Trudell, Alek","el-Ahmed, Munsif",1
"Barrera, Ganell","el-Ahmed, Munsif",1
"Jojola, Summer","el-Ahmed, Munsif",1
"Madrid, Alberto","Mead, John-Wesley",1
"Doyle, Elise","Mead, John-Wesley",1
"Salido, Billye","Mead, John-Wesley",2
"Rivera, Souvany","Merrow, Kassandra",1
"Russell, Ciara","Salazar, Kanani",1
"al-Neman, Baasim","el-Momin, Shaakir",1
"Kalma, Tess","Kuge, Batoul",1
"Garcia, Taylor","Walker, Michael",3
"Dumas, Makayla","Garcia, Justin",1
"Holmes, Cameron","Iu, Cody",1
"Herrera, Heaven","Cordova, Randolph",2
"Musso, Justin","el-Firman, Ghaazi",1
"Cranfill, Travon","Contreras, Ariana",2
"Little, James","Roubideaux, Christy",1
"Taylor, Christian","Little, James",1
"Shorty, Robert","Little, James",1
"Smith, Phoebe","Shorty, Robert",1
"Jackson, Shailah","Smith, Phoebe",1
"Madrid, Alberto","Little, James",1
"Smith, Phoebe","Madrid, Alberto",1
"Smith, Phoebe","Roubideaux, Christy",1
"Smith, Phoebe","Taylor, Christian",1
"Manke, Martha","al-Masood, Razeena",1
"Salido, Billye","Walton, Airel",1
"Madrid, Alberto","Walton, Airel",1
"Harper, Rebekah","Salido, Billye",1
"Herrera, Heaven","Terrell, David",1
"Apted, Aayush","Williams, Nathan",1
"Brazeal-Gartner, Andrew","Brown, Christopher",1
"Cross, Levi","Rodgers, Claire",1
"Her, Avery","Johnson, Parker",1
"Soto, Ghibrian","Moore, Jordan",2
"Nettles, Jessica","al-Abdi, Sahar",1
"Perry, Shay","Alferos, Liana",1
"Lewis, Andrew","al-Saladin, Masood",2
"al-Vaziri, Rayyaan","Vongphackdy, Amanda",1
"Stuart, Brennan","al-Vaziri, Rayyaan",1
"Stuart, Brennan","Leist, Brooke",1
"Stuart, Brennan","Chanthavongsa, Emily",1
"Stuart, Brennan","Vongphackdy, Amanda",1
"Chanthavongsa, Emily","Leist, Brooke",1
"Chanthavongsa, Emily","Vongphackdy, Amanda",1
"Weincek, Zack","Vongphackdy, Amanda",2
"al-Bahri, Abdul Ghafoor","Flores Diaz, Melissa",2
"Flores Diaz, Melissa","al-Aboud, Radiyya",2
"el-Jabara, Tareef","Lanza, Glen",1
"Robinson, Brianna","Little, Benjamin",1
"Phenna, Rocky","Gutierrez-Ramirez, Carina",1
"Cano, Jacquelin","al-Farid, Muhyddeen",1
"Markham, Christopher","el-Molla, Tamanna",1
"Rudebusch, Nathan","al-Massoud, Aasim",1
"Contreras, Ariana","Grossetete, Dilan",1
"Elliott, Dakota","Booker, Gregory",1
"Belmont, Alex","Smith, Chinau",1
"Usry, John","Taylor, Cochise",1
"Elcock, Daijha","Aguilera, Xavier",1
"Aguilera, Xavier","Harney, Robyn",1
"Hampton, Yeng","al-Saladin, Masood",2
"Campos, Tanisha","Deleon, Brianna",1
"el-Jabara, Tareef","Martin, Jared",1
"al-Chahine, Raabiya","Goens, Jurnee",1
"Morin, Mitchell","Hamner, Ashlee",1
"Pham, Kanya","Murphy, Jacob",8
"Rin, Cody","Pham, Kanya",4
"Rin, Cody","Munnerlyn, Jacqulynn",2
"Lewis, Tyrale","Davis, Simran",2
"Beck, Brandon","Hamner, Ashlee",1
"el-Abdella, Kaarim","Goens, Jurnee",1
"Mckune, Austin","el-Mousa, Atheer",1
"Pollock, Connor","Lewis, Sydney",1
"al-Ghazi, Mawzoona","al-Khalid, Jihaad",1
"Musa, Lynn","Mergerson, Ryvon",2
"Mergerson, Ryvon","al-Nasrallah, Sulaimaan",2
"Sanchez, Llanely","Martinez, Nicole",1
"Naple, Michael","al-Kazi, Tahiyya",2
"al-Karam, Faaiq","Roda, Randy",1
"al-Mustafa, Aatif","Roda, Randy",3
"Elliott, Dakota","Roda, Randy",2
"Deleon, Brianna","Snowhawk, Brandon",1
"Gonzales, Jessica","Williams, Quinten",2
"Evans, Nahom","Williams, Quinten",7
"el-Salam, Aasima","el-Jaffer, Ruqayya",1
"Thompson, Kyanna","Cummings, Denise",1
"Bartlett, Katie","Cummings, Denise",1
"Khorshid, Mark","Cummings, Denise",1
"Martin, Jared","Merrow, Kassandra",1
"Gosz, Lisa","Merrow, Kassandra",1
"Bivins, Shapprrea","Brazeal-Gartner, Andrew",5
"Leal, Iran","al-Zakaria, Waseema",3
"Davis, Simran","Harget, Kayla",1
"Jones Jr, Lauren","Harget, Kayla",5
"Kills In Sight, Braedon","Carter, Joshua",1
"Natonabah, Amber","Dutchie, Rowtinya",1
"Litwin, Michael","Ainsworth, Danni",1
"el-Mansour, Badri","Perry, Shay",1
"el-Farah, Lutfi","el-Kaber, Naaila",1
"Parton, Jonathan","Kida, Jui-Chun",2
"Barrera, Ganell","Apted, Aayush",2
"Brickens, Olivia","al-Nassif, Haazim",1
"Brickens, Olivia","Lack, Erin",2
"Brickens, Olivia","Little, James",1
"Burnley, Olivia","Brickens, Olivia",1
"Kills In Sight, Braedon","Dureja, Regina",1
"Lor, Janice","al-Samaan, Ayyoob",1
"Qiu, Justin","Landucci, Ashley",2
"Lai, Christina","Landucci, Ashley",3
"Lai, Christina","Cambigue, Keegan",3
"Usry, John","Archuleta III, Joshua",2
"Vannavong, Lara","Tusay, Megan",1
"Tusay, Megan","Jensen, Angelo",1
"Schlegel, Lindsey","Jensen, Angelo",1
"Martinez, Kelsey","Usry, John",1
"Furman, Dylan","Thorne, Zakkary",1
"al-Idris, Fakeeha","Vigil, Roman",2
"Rainey, Mariah","Manke, Martha",1
"Manke, Martha","al-Massoud, Aasim",1
"Gutierrez, Jay","Birkhead, Ji Young",1
"Gutierrez, Jay","Casias, Anastasia",3
"Jones, Savannah","Campbell, Sharon",2
"Running-Rabbit, Michelle","Harrison, Kelley",2
"Lewis, Anisa","Kane, Timothy",1
"Stuart, Brennan","Guerrero-Argumedo, Brian",1
"Tucker, Courtney","Barcenas-Quiroz, Amanda",1
"Tucker, Courtney","Canada, Darian",1
"Barcenas-Ibarra, Alexandro","Terrell, David",3
"Massey, Tyler","Terrell, David",3
"Terrell, David","Tucker, Courtney",3
"Evans, Nahom","Vigil, Roman",2
"Espinosa, Isabella","Warren, Brianna",1
"Sandoval, Megan","Allen, April",1
"Sandoval, Megan","Archuleta, Teresa",1
"Hoang, Cameron","Soto, Dashae",1
"Santistevan, Miranda","Doyle, Elise",3
"Deleon, Brianna","Doyle, Elise",1
"Simmons, Quincy","Bass, Matias",2
"el-Parsa, Nawf","Ortiz, Anastacia",2
"el-Abood, Hissa","Dobbs, Jacob",1
"Hubbard, Philip","Snelling, Peyton",2
"Saling, Shawn","Barela, Jamie Lee",2
"al-Siddique, Sabaaha","Mameda, Bristi",1
"Walker, Michael","Young, Spencer",3
"Deguzman, Benjamin","Walker, Michael",3
"Fearce, Mario","Warren, Brianna",1
"Lehi, Angelina","Warren, Brianna",1
"Sloan, Taylor","al-Dawood, Shawqi",1
"el-Koroma, Nabeela","Fearce, Mario",1
"Sloan, Taylor","el-Koroma, Nabeela",1
"el-Koroma, Nabeela","Lindquist, Kayla",1
"el-Parsa, Nawf","Adams, Mariah",1
"King, Elizabeth","Chism, Tanisha",2
"Arguello, Bayla","Brown, Krystal",1
"King, Tyler","Humrich, Zeriah",8
"King, Tyler","Hoang, Alexander",2
"Lindauer, Ariyelle","Leng, Mattjoo",1
"Sampson, Nicholas","Mills, Janice",1
"Bowen, Katharine","King, Ryan",2
"Thamert, Denver","Bivings, Michael",1
"Santistevan, Miranda","Lenahan, Cante",1
"Woldu, Keiarah","May, Randy",1
"Hintz, Casey","May, Randy",1
"Cain, Dontae","Flores Benitez, Teresa",1
"Hintz, Casey","Flores Benitez, Teresa",1
"Caples, Luke","Sandoval, Ruben",1
"Sandoval, Ruben","Garrett, Kayla",1
"Jordan, Shauntaul","Langston, Tyrae",1
"Jordan, Shauntaul","Tran, Sharon",1
"Andres, Mark","Starr, Cameron",1
"el-Reza, Sahla","Herrera, Heaven",1
"Herrera, Heaven","Hulstrom, Quadayzia",1
"Massey, Tyler","el-Atallah, Akram",1
"Jackson, Shailah","al-Odeh, Ayyoob",1
"Gutierrez, Jay","al-Hallal, Haani",1
"Thompson, Tylor","Vien, Hunter",1
"el-Rashed, Yusri","Anderson, Kion",1
"Hoang, Cameron","Liberto, Dillon",1
"Dittloff, Patrick","Heller, Allan",1
"Iu, Cody","Tucker, Courtney",3
"Champine, Cody","Alvarez-Martinon, Heriberto",1
"Young, Ashleigh","Barela, Jamie Lee",1
"Begaye, Sierra","Hubbard, Philip",2
"Basinger, Andrew","al-Nassif, Haazim",2
"el-Shah, Zahraaa","Kida, Jui-Chun",1
"Espinosa Ramirez, Jesus","Vongphackdy, Amanda",2
"Goens, Jurnee","Vongphackdy, Amanda",1
"Verbonitz, Connie","Vongphackdy, Amanda",1
"el-Farah, Lutfi","Leon, Jimmy",1
"Lewis, Tyrale","Leon, Jimmy",2
"Lewis, Tyrale","el-Farah, Lutfi",1
"al-Mustafa, Aatif","Champine, Cody",1
"Markham, Christopher","Hopkins, Kiran",3
"el-Rashid, Irfaan","Ng, Shayla",2
"Vannavong, Lara","el-Rashid, Irfaan",2
"Carrillo, Soledad","Orgler, T'Aunsanae",1
"Orgler, T'Aunsanae","Casias, Anastasia",2
"Mock, Geniveve","Wong, Irena",3
"Cobarrubias, William","Mock, Geniveve",1
"Carrillo, Soledad","Mock, Geniveve",1
"Mock, Geniveve","Casias, Anastasia",3
"el-Rashid, Irfaan","Weston, Kyle",2
"Tran, Vanya","Mckay, Samuel",3
"Garnier, Leroy","Williams, Benjamin",1
"Garnier, Leroy","Mock, Geniveve",1
"al-Meer, Jaadallah","Farah, Savannah",1
"Nunez, Erick","Harper, Rebekah",1
"el-Parsa, Nawf","el-Mansoor, Ibrahim",1
"Smith, Tanaya","Mosher, Blake",1
"al-Bahri, Abdul Ghafoor","Quintana, Laura",1
"Netsanet, Armound","Mead, John-Wesley",1
"Clifton, Nico","al-Nassif, Haazim",1
"Kleinkopf, Shadae Lisette","Leon, David",1
"Bundy, Christoffer","el-Ahmed, Munsif",1
"Dureja, Regina","Heilman, Sharah",3
"Elam, Kiah","Carter, Joshua",1
"Yoshimura, Rachael","Furman, Dylan",1
"Downs, Christian","Duong, Ryan",1
"Morin, Mitchell","Kikuchi, Nicole",1
"Andrews, Carmen","Jones, Cassidy",1
"Kikuchi, Nicole","Jones, Cassidy",2
"Dumas, Makayla","Hill, Jasmine",2
"Dumas, Makayla","Kumagai, Gabriel",2
"King, Bin","Kumagai, Gabriel",1
"Simon, Kavita","Colohan, Garrett",1
"Castillo, Brenda","Marquez, Tosha",1
"Natonabah, Naiessynce","Romero, Jessica",2
"Davis, Charlotte","al-Azer, Warda",1
"Garcia, Justin","al-Azer, Warda",1
"al-Azer, Warda","el-Amara, Rawda",1
"el-Amara, Rawda","Bailey, Jamee",1
"Khuu, Mehal","el-Fahs, Uthmaa N",1
"al-Tariq, Ulyaa","el-Kaba, Nuzha",1
"Champine, Cody","Coffman, Martin",2
"Salido, Billye","Begay, Nathaniel",1
"Holmes, Cameron","el-Mousa, Atheer",1
"Tyler, Asia","Nelson, Hannah",3
"al-Farid, Haashid","el-Momin, Burhaan",1
"Cordova, Henry","el-Hussain, Raaniya",1
"Nguyen, Ben","Green, Adrien",1
"Cody, Devin","Huitt, Uriah",1
"Harkay, Benjamin","Hayes-Joshua, Trei'Vonne",1
"Huitt, Uriah","Hayes-Joshua, Trei'Vonne",1
"Harkay, Benjamin","Williams, Jared",1
"Thornburg, Antonio","Horton, Alura",1
"Tran, Sharon","Ainsworth, Danni",1
"el-Rashed, Yusri","Casias, Anastasia",1
"Ellis, Chantel","Halverson, Mckenzie",1
"Weaver, Steven","Baria, Yajaira",1
"Sanders, Christina","al-Abdullah, Jaasir",1
"Romero, Jessica","Brown, Christopher",1
"Otey, Jordan","Brickens, Olivia",1
"Cody, Devin","Polk, James",4
"Huitt, Uriah","Stepner, Dylan",1
"Olson, Christie","el-Lodi, Nabeeha",1
"Musso, Justin","al-Rauf, Unais",2
"Beck, Brandon","Musso, Justin",1
"al-El-Sayed, Mubaaraka","Sinouansai, Janice",1
"al-Shahidi, Muneera","Lewis, Sydney",2
"Bron, Maranda","Espinosa, Isabella",1
"Hampton, Yeng","al-Odeh, Ayyoob",1
"Hampton, Yeng","Griffin, Ian",1
"Deleon, Brianna","Mills, Janice",1
"Deleon, Brianna","Ortiz, Leonel",1
"el-Ayoub, Abyad","Woodrum, Christopher",1
"el-Hussain, Saalih","el-Ayoub, Abyad",2
"Ackah Yensu, Brandi","Woodrum, Christopher",1
"el-Hussain, Saalih","Ackah Yensu, Brandi",2
"Rivera, Souvany","Woodrum, Christopher",1
"Bennett, Jared","Netsanet, Armound",2
"Kalma, Tess","el-Sulaiman, Jameela",1
"Montoya, Zachary","Woodrum, Christopher",2
"Smith, Tanaya","Williams, Jethary",1
"Lor, Sam","Knighten, Ashanafe",2
"Clifton, Nico","Caraveo Herrera, Zyul",1
"Clifton, Nico","Williams, Jethary",1
"Clifton, Nico","Bowen, Katharine",2
"Clifton, Nico","Shaw, De Jilon",1
"el-Salam, Aasima","Walker, Michael",5
"Mcclain, Camry","Walker, Michael",1
"al-Sheikh, Mahmood","Hopkins, Kiran",1
"el-Mansour, Badri","Jones, Cade",2
"Kalma, Tess","Reese, Jordyn",1
"Cerenil, Jerrica","Cohen-Wilson, Nataya",1
"Dalke, Emily","el-Kaber, Wajeeha",1
"Dalke, Emily","Orgler, T'Aunsanae",1
"Dalke, Emily","Greene, Ladezhane",1
"Mclaughlin, Matthew","Dalke, Emily",1
"Mclaughlin, Matthew","Orgler, T'Aunsanae",1
"Rivera, Souvany","al-Saladin, Masood",1
"Kills In Sight, Braedon","al-Saladin, Masood",1
"al-Saladin, Masood","el-Hussain, Saalih",1
"Pham, Anh","Wang, Guang",1
"el-Abed, Hissa","Mccabe, Robert",1
"Harkay, Benjamin","Holdridge, Quade",1
"Lobatos Sanchez, Miguel","Hubbard, Philip",3
"Lobatos Sanchez, Miguel","Munnerlyn, Jacqulynn",3
"Bufano, Jessica","Xue, Wing",1
"Bufano, Jessica","Ainsworth, Danni",1
"Bivins, Shapprrea","Mckay, Samuel",3
"Miller, Michael","Shackelford, Whitney",1
"Bennett, Jared","Kim, Sendy",1
"el-Ashraf, Humaira","el-Hashim, Shafee'a",1
"Adams, Mariah","Norris, Savannah",1
"Hamner, Ashlee","Lara-Rodriguez, Steven",1
"el-Amber, Wajeeb","Griffin, Ian",1
"Shah, Nikki","King, Elizabeth",1
"el-Anwar, Naseera","Garcia, Jacob",2
"Lor, Sam","Leal-Lopez, Shauntasia",3
"Scannell, Bella","al-Arshad, Rutaiba",1
"Caples, Luke","Mcnichols, Aidan",1
"Bounds, Michealla","Moore, Jordan",2
"Harkay, Benjamin","Leon, Jimmy",1
"Tucker, Courtney","Chism, Tanisha",1
"Santistevan, Miranda","Tucker, Courtney",2
"el-Minhas, Nabeela","Valdez, Angel",1
"Carrillo, Soledad","Porter, Jade",2
"Casias, Anastasia","Carrillo, Mario",2
"Skof, Mckenzie","Alger, Kincaid",1
"Furman, Dylan","Lo, Phoutthasinh",1
"el-Bangura, Taqiyya","Brickens, Olivia",4
"Eang, Joshua","Fearce, Mario",2
"Tran, Johnny","Salido, Billye",2
"Harney, Robyn","Salido, Billye",1
"Riefstahl, Katherine","Gonzalez, Kilikina",1
"Garcia, Taylor","Tsegay, Brandon",1
"Tsegay, Brandon","Gonzalez, Kilikina",1
"Gurule, Luisa","el-Begum, Haaniya",2
"Gustafson, Brandyn","Grainda, Kaylina",2
"Mclaughlin, Matthew","Salaz, Mariah",1
"Mclaughlin, Matthew","Drozdowski, Richard",1
"Schonher, Katie","Salaz, Mariah",1
"el-Tahir, Jawhar","Litwin, Michael",1
"Little, Benjamin","Munnerlyn, Jacqulynn",2
"Blanco, Ace","Whitt, Jordan",3
"Chang, Julian","Quezada, John",4
"Orgler, T'Aunsanae","Jensen, Angelo",1
"Orgler, T'Aunsanae","al-Samaan, Ayyoob",1
"Jones, Connor","al-Samaan, Ayyoob",1
"al-Obeid, Zulfa","Jensen, Angelo",1
"al-Obeid, Zulfa","al-Samaan, Ayyoob",1
"Dickinson, Chimi","Smith, Chinau",1
"Orona, Elario","al-Shah, Sahla",1
"Orona, Elario","Colohan, Garrett",1
"Santiago, Christopher","Jenkins, Mauriel",1
"Young, Ashleigh","Hurst, Katelyn",2
"Hintz, Casey","Drury-Parlett, Alex",1
"Dumas, Makayla","Elliott, Dakota",2
"el-Pasha, Abdul Baari","Stodden, Kelsey",1
"el-Ashraf, Humaira","Baria, Yajaira",1
"Lor, Janice","al-Rahmani, Neeshaan",1
"Kennedy, Manulagaeu","Martinez, Maribel",1
"Kennedy, Manulagaeu","Dittloff, Patrick",1
"al-Nour, Jihaad","el-Salam, Aasima",1
"Reese, Jordyn","Braun, Gabrielle",2
"Williams, Jared","Whitt, Jordan",2
"Strasburger, Andrea","el-Shehata, Ameer",1
"Pollock, Connor","Hulstrom, Quadayzia",1
"Rhinehart, Eve","el-Reza, Sahla",1
"al-Dada, Saahira","Beauchamp, Antonio",1
"Williams, Jeremy","al-Dada, Saahira",1
"Khuu, Mehal","Chapman, Khanh",2
"Batt, Audrey","al-Kazi, Tahiyya",1
"Jun, Jacklyne","Phillips, Alexis",1
"Scannell, Bella","Phillips, Alexis",1
"Phillips, Alexis","al-Kazi, Tahiyya",1
"Lacy, Justin","al-Akbari, Fawzaana",6
"al-Omer, Faadi","al-Shaheed, Haala",1
"el-Hassen, Faisal","Rudebusch, Nathan",1
"Babcock, Brittany","al-Shafi, Noora",1
"al-Shafi, Noora","Ransom, Mequila",1
"Bass, Matias","Valdez, Angel",1
"Bivings, Michael","Valdez, Angel",1
"Shackelford, Whitney","Valdez, Angel",1
"Shackelford, Whitney","Bass, Matias",1
"Apodaca-Anaya, Quintina","Kim, Joseph",1
"Weed, Jackie","Guerrero-Argumedo, Brian",1
"Gallegos, Bridgett","Kim, Asa",5
"Musso, Justin","Bustos, Tony",1
"Rickett, Matthew","el-Jama, Hafsa",2
"al-Hoque, Nawfa","Belden, Kaylina",1
"al-Hoque, Nawfa","Bron, Maranda",1
"Kishiyama, Paul","Johnson, Katelin",1
"Park, Ashleigh","Heilman, Sharah",1
"Schlegel, Lindsey","Sweetwater, Jordan",2
"Zubia, Diego","al-Khalaf, Awda",2
"Dye, Taylor","Russell, Aaron",1
"Dye, Taylor","English, Jazmine",2
"Vigil, Roman","al-Shehadeh, Haakima",3
"Bass, Matias","Wallace, Bailey",1
"al-Can, Mansoor","Bustos, Tony",1
"Landucci, Ashley","Leon, Jimmy",1
"Chanthavongsa, Emily","al-Darwish, Ibtisaama",1
"Chanthavongsa, Emily","Dutchie, Rowtinya",1
"al-Shakoor, Uqbah","Lor, Kevin",1
"el-Rashid, Irfaan","Iron Cloud, Kayla",2
"al-Darwish, Ibtisaama","White, Dominick",1
"Nelson, Hannah","Silverston, Michaela",1
"Thurby, Aaron","Vivens, Shawnae",6
"Thurby, Aaron","Nguyen, Michael",6
"Ng, Shayla","Cranfill, Travon",1
"Griffith, Reed","Ng, Shayla",1
"Suarez Martinez, Demetrius","Wilson, Monique",1
"Sloan, Taylor","Puga-Garcia, Jorge",1
"Thorpe, Jordan","el-Majid, Shakoora",1
"Curtis, Charles","al-Malak, Nahla",2
"Rickett, Matthew","Aguirre, Melissa",1
"Usry, John","Aguirre, Melissa",1
"Evans, Nahom","al-Ayub, Ummu Kulthoom",1
"Mclaughlin, Matthew","Archuleta, Teresa",1
"Mclaughlin, Matthew","Allen, April",1
"Simmons, Quincy","Beauchamp, Antonio",1
"Simmons, Quincy","Moreno, Daniel",2
"Simmons, Quincy","Rodgers, Claire",1
"Williams, Jeremy","Simmons, Quincy",1
"Verbonitz, Connie","Rodasta, Jessica",2
"Rodasta, Jessica","al-Malak, Nahla",2
"Gates, Rachel","Kuge, Batoul",1
"al-Hoque, Nawfa","Brutout, Cody",1
"Thurby, Aaron","Roubideaux, Christy",6
"Leal, Iran","Bell, Travon",1
"Phillips, Austin","Contreras, Ariana",1
"Lindquist, Kayla","Archuleta, Benjamin",1
"Donaldson, Armani","Martinez, Maribel",1
"Braun, Gabrielle","Blanco, Ace",1
"Lung, Eileen","Cohen-Wilson, Nataya",1
"Dow Babycos, Sabrina","Williams, Andre",2
"al-Mustafa, Aatif","Beck, Brandon",5
"Hulstrom, Quadayzia","Carey, April",1
"Carey, April","Brutout, Cody",1
"Sewald, Jason","Leon, Jimmy",1
"Espinosa Ramirez, Jesus","Thornton, Marcus",2
"Alaniz, Juan","Coffman, Kenaya",1
"Mckune, Austin","Reddy, Kelly",1
"Hampton, Yeng","Espinosa, Isabella",2
"Chang, Julian","Lara-Rodriguez, Steven",2
"Jordan, Shauntaul","Eang, Joshua",1
"Ishizuki, Gurjot","Smith, Chinau",1
"el-Salam, Aasima","Archuleta III, Joshua",1
"Kijprachakorn, Weslie","Casias, Anastasia",1
"Duong, Ryan","Reddy, Kelly",1
"Lor, Sam","al-Younis, Zaghlool",2
"al-Younis, Zaghlool","Hubbard, Philip",2
"Smith, Tyler","Son, Andrew",2
"Quintana, Laura","Son, Andrew",2
"Alaniz, Juan","Son, Andrew",1
"Smith, Phoebe","Dodson, Blake",1
"al-Salih, Zakariyya","Bemnet, Boyd",1
"Hodges, Alexander","Portillo, Justin",1
"Rosales, Mattaio","Pacheco, Matia",1
"el-Abdella, Kaarim","Sebastiani, Brianna",1
"al-Mohammad, Taaj","al-Tariq, Ulyaa",1
"al-Can, Mansoor","Tucker, Courtney",1
"Alvarez-Martinon, Heriberto","Leon, David",1
"Seiler, Shelby","al-Shad, Shaqeeq",1
"Casias, Anastasia","Aguirre, Melissa",1
"Gurule, Luisa","Montgomery, Alicia",1
"Usry, John","King, Kyle",2
"Wallace, Bailey","Shaw, De Jilon",1
"Thompson, Tylor","Robinson, Brianna",1
